time,open,high,low,close,tick_volume,spread,real_volume,SMA_50,SMA_200,EMA_50,EMA_200,EMA_9,EMA_21,SMA_20,Upper Band,Lower Band,Lower Band Scalping,Middle Band Scalping,Upper Band Scalping,MACD,Signal_Line,RSI_9,RSI_5 Scalping,Stoch_%K,Stoch_%D
2024-03-11 01:00:00,1.09391,1.09391,1.09358,1.09376,506,2,0,1.0926778,1.08634185,1.0925916798162882,1.0875821592826076,1.094039769446843,1.09396427678058,1.0941975,1.0958982865730684,1.0924967134269314,1.0928428076605359,1.094285,1.095727192339464,0.00029061181164014016,0.0005173162866267242,46.21,42.02,31.656184486373792,32.70440251572373
2024-03-11 02:00:00,1.09376,1.09437,1.09375,1.09426,2531,2,0,1.0927672,1.0863897,1.0926571041372182,1.0876486054589,1.0940838155574744,1.0939911607096182,1.0941745,1.0958587621432323,1.0924902378567678,1.0929579598309256,1.0943516666666666,1.0957453735024076,0.00028338599169552836,0.00047053022764048506,52.34,54.89,35.01048218029404,33.47309573724714
2024-03-11 03:00:00,1.09425,1.09464,1.09382,1.09422,2902,2,0,1.0928555999999998,1.08643275,1.0927183941710528,1.0877139924692594,1.0941110524459796,1.094011964281471,1.0941575000000001,1.095832694008801,1.0924823059911992,1.0931455190605281,1.0944383333333334,1.0957311476061387,0.00027130438357159115,0.0004306850588267063,51.81,53.7,36.63522012578689,34.4339622641515
2024-03-11 04:00:00,1.0942,1.09456,1.09389,1.09405,2268,2,0,1.0929378,1.0864776,1.0927706140074822,1.0877770373203115,1.0940988419567836,1.0940154220740645,1.0941275000000001,1.0957877635233955,1.0924672364766048,1.0931505095527954,1.0942925000000001,1.0954344904472049,0.00024518569477272045,0.00039358518601590917,49.41,48.14,38.155136268344044,36.60027952480825
2024-03-11 05:00:00,1.09405,1.09419,1.09371,1.09389,2418,2,0,1.0930098000000001,1.0865223,1.092814511497385,1.087837862819612,1.094057073565427,1.0940040200673313,1.0940815000000002,1.0957143291297955,1.0924486708702048,1.093205574777592,1.094135,1.0950644252224082,0.0002091646628676891,0.0003567010813862652,47.1,42.92,36.21593291404643,37.00209643605905
2024-03-11 06:00:00,1.09388,1.09444,1.09379,1.09412,1910,2,0,1.0930968,1.0865708,1.0928657071249386,1.0879003716472775,1.0940696588523418,1.094014563697574,1.0941195,1.0957184180614137,1.0925205819385861,1.0936765465997014,1.0939708333333333,1.0942651200669653,0.0001969069921401445,0.0003247422635370411,50.82,52.23,31.22613008037456,35.1990664209216
2024-03-11 07:00:00,1.09412,1.09417,1.09369,1.09386,1924,2,0,1.0931774,1.08661805,1.092904699002392,1.0879596714318818,1.0940277270818735,1.09400051245234,1.0941335,1.095718116978048,1.092548883021952,1.0936603560288296,1.0939566666666667,1.0942529773045038,0.00016431870889621614,0.0002926575526088761,46.65,42.45,25.370453152206707,30.937505382209164
2024-03-11 08:00:00,1.09388,1.09421,1.09387,1.09412,1688,2,0,1.093259,1.0866663,1.0929523578650433,1.0880209682335547,1.0940461816654987,1.0940113749566727,1.0941635,1.0957230419093835,1.0926039580906166,1.093670141984362,1.0939733333333332,1.0942765246823045,0.00015765474101092636,0.0002656569902892862,51.16,53.37,23.592990966954176,26.729858066511742
2024-03-11 09:00:00,1.09409,1.09436,1.09353,1.09421,2016,2,0,1.0933362,1.08671535,1.0930016771644533,1.088082550639191,1.0940789453323991,1.0940294317787933,1.0942075,1.0957194242597206,1.0926955757402794,1.0937225641197115,1.094015,1.0943074358802884,0.00015781653550517305,0.0002440888993324636,52.71,56.9,38.02915864451088,28.997534254557184
2024-03-11 10:00:00,1.09421,1.09474,1.0937000000000001,1.09419,3317,2,0,1.0934194000000002,1.0867657999999998,1.093048278059965,1.088143321279597,1.0941011562659193,1.0940440288898121,1.094244,1.0957167172054194,1.0927712827945806,1.0937220263436793,1.0940174999999999,1.0943129736563204,0.00015454937694081572,0.000226180994854134,52.3,55.73,52.16129750229205,37.92781570458563
